source|target|labels
Car drives through crowd, protester shot in Colorado|Auto jede davem, demonstrant střílel v Coloradu|mt
"Defense Secretary Mark Esper has ""approved putting additional forces on prepare to deploy orders,"" Pentagon spokesman Jonathan Hoffman wrote in a statement. ""While no decision has been made to deploy these additional forces, they will maintain a heightened state of readiness."""|Ministr obrany Mark Esper „schválil nasazení dalších sil na přípravu k nasazení rozkazů,“ napsal v prohlášení mluvčí Pentagonu Jonathan Hoffman. „I když nebylo učiněno žádné rozhodnutí o nasazení těchto dalších sil, budou udržovat zvýšený stav připravenosti.“|mt
Scroll to the bottom and tap Repair your account.|Srolujte do spodní části obrazovky a klikněte na Opravit účet.|human
JERUSALEM (Reuters) - The number of people to test positive for coronavirus in Israel topped 60,000 on Saturday as the government struggles to contain a resurgence in infection rates.|JERUZALOST (Lidové noviny) - Počet lidí, kteří mají v Izraeli pozitivní test na koronavir, v sobotu přesáhl 60 000, když se vláda snaží potlačit oživení výskytu infekcí.|mt
The primates at Knowsley safari park, Merseyside, are long known to pounce on anyone pausing in the enclosure and ripping off a windscreen wiper or mirror.|Primáti v safari parku Knowsley v Merseyside jsou již dlouho známí tím, že se vrhají na každého, kdo se zachytí ve výběhu a strhne stěrač nebo zrcadlo.|mt
"""To Kim I want to say I know I hurt you. Please forgive me. Thank you for always being there for me."""|Kim, chci říct, že vím, že jsem ti ublížil. Odpusť mi prosím. Děkuji, že tu pro mne vždy jsi,“ napsal rapper.|human
We are likely to see many of these companies reshore some of their production.|Je pravděpodobné, že mnoho z těchto společností obnoví část své výroby.|mt
But both figures are likely to be significantly smaller this year.|Je ale pravděpodobné, že letos budou obě čísla výrazně nižší.|mt
Renewed sporadic closures of various sectors of the economy have deepened public vexation, sparking daily demonstrations.|Obnovené sporadické uzavírání různých sektorů ekonomiky prohloubilo rozhořčení veřejnosti, což vyvolalo každodenní demonstrace.|mt
Sources have told The Age and The Sydney Morning Herald that the Gabba is the only major stadium in Australian cricket where the mains power supply at the ground is not sufficient to fire up the vast array of broadcast trucks and devices needed to beam pictures around the world.|Podle zdrojů The Age a The Sydney Morning Herald je Gabba jediným australským stadionem, ve kterém se hraje kriket, a jeho hlavní zdroje napájení nestačí k zásobování velikého množství přenosových vozidel a zařízení, která zajišťují vysílání do celého světa.|human
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, meziplanetární ekvivalent posílání uhlí do Newcastlu, bude klíčovou součástí nadcházející expedice NASA Mars 2020.|mt
Standard Media Index figures, which report the spend of four of the five major ad agency groups, said that the outdoor advertising market had plummeted 68 per cent in June.|Údaje Standard Media Index, které uvádějí útratu čtyř z pěti hlavních reklamních agentur, uvádějí, že trh s venkovní reklamou se v červnu propadl o 68 procent.|mt
"""That is not the case in Kansas City. We've had year-over-year increases [but] what we need help on is actually clearing some of the unsolved murders."""|"""V Kansas City tomu tak není. Měli jsme meziroční nárůst [ale] to, v čem potřebujeme pomoc, je skutečně objasnění některých nevyřešených vražd."""|mt
They remove unconscious biases that might cloud clinicians' judgments.|Eliminují totiž nevědomé předsudky, které by mohly ovlivnit úsudek klinických expertů.|human
Daily cases that numbered in the hundreds dropped to low double digits.|Denní případy, které se pohybovaly ve stovkách, klesly na nízké dvouciferné číslo.|mt
Fakhfakh's resignation on July 15, after less than five months in office, threatened fresh political deadlock in the nation as it struggles with the economic fallout of the pandemic.|Fakhfakhova rezignace 15. července, po necelých pěti měsících v úřadu, ohrozila nový politický pat v zemi, která zápasí s ekonomickým dopadem pandemie.|mt
A day earlier, a jubilant Qureshi, while announcing the visit, had hoped he would discuss a range of issues with Bozkir, including Kashmir, which is split between Pakistan and neighboring India and claimed by both in its entirety.|O den dříve jásající Qureshi při oznámení návštěvy doufal, že s Bozkirem prodiskutuje řadu otázek, včetně Kašmíru, který je rozdělen mezi Pákistán a sousední Indii a oba si jej nárokují jako celek.|mt
I am saving money to move.”|"Šetřím peníze na stěhování."""|mt
My state has the lowest out-migration of any state, ever.|Můj stát má nejnižší vystěhování ze všech států vůbec.|mt
The last time I saw her before Corona, she had lost some weight and seemed to be paying a bit of attention to food groups when she ate lunch, though she was still using her power wheelchair and being a bit smelly.|Naposled jsem ji viděl před Coronou, trochu shodila a zdálo se, že věnuje velkou pozornost skupinám jídla, když jedla oběd, i když stále používala elektrické invalidní křeslo a trochu smrděla.|human
"Mr Cummings, who has complained that military procurement ""has continued to squander billions of pounds,"" recently attended meetings at the headquarters of MI5 and MI6 and is also planning to visit the SBS's headquarters in Poole, Dorset, along with the Government's top secret laboratories at Porton Down in Wiltshire."|Pan Cummings, který si stěžoval, že vojenské zakázky „pokračují v plýtvání miliardami liber“, se nedávno zúčastnil schůzek v ústředí MI5 a MI6 a také plánuje navštívit ústředí SBS v Poole v Dorsetu spolu s přísně tajnými vládními laboratořemi v Porton Down ve Wiltshire.|mt
The 46-year-old lawyer succeeds Elyes Fakhfakh, who resigned as prime minister earlier this month.|46letý právník vystřídá Elyese Fakhfakha, který počátkem měsíce rezignoval na funkci premiéra.|mt
Renewed sporadic closures of various sectors of the economy have deepened public vexation, sparking daily demonstrations.|Obnovené sporadické uzavírání různých sektorů ekonomiky prohloubily veřejné obtíže, což denně podnítilo demonstrace.|mt
Price subject to change, but a notification email is sent before billing.|Cena podléhá změně, ale před vyúčtováním je odeslán e-mail s upozorněním.|mt
Concerned about the economic toll, the government eased those restrictions - too quickly, some officials have since acknowledged - and infection rates resurged.|Znepokojena ekonomickým mýtným vláda tato omezení zmírnila - příliš rychle, jak někteří činitelé od té doby uznali - a míra nákazy se obnovila.|mt
-Contains the unique Oatinol™ Delivery System to maintain a high rate of nutrient absorption.|-Obsahuje unikátní systém podávání Oatinolu™ pro udržení vysoké míry absorpce živin.|mt
Press and hold the power button on your eReader for 30 seconds.|Stiskněte a podržte tlačítko elektrického napájení na čtečce elektronických knih po dobu 30 sekund.|human
"""The lesson here is, if you can't do it at Tahoe, then what hope is there for all the rivers and estuaries, streams and lakes around the country that are never going to have the same degree of attention, the same level of resources?"" Schladow said."|„Poučení z toho je, že když to nedokážete v Tahoe, tak jaká je naděje pro všechny řeky a ústí řek, potoky a jezera po celé zemi, kterým nikdy nebude věnována stejná pozornost, stejná úroveň zdrojů?“ řekl Schladow.|mt
They DO NOT have to be multiple copies of the same item.|NEMUSÍ být kopiemi téže položky.|human
Championship sides West Brom and Queens Park Rangers have also suffered outbreaks and QPR's clash with Sheffield United on Monday has been postponed.|Epidemie postihla také týmy West Brom a Queens Park Rangers a pondělní utkání QPR se Sheffieldem United bylo odloženo.|human
Kianzad is now 13-5 overall and 2-1 in the UFC, as the woman known as 'Banzai' aims to shift up the 135lbs rankings.|Kianzad je nyní 13-5 celkově a 2-1 v UFC, protože žena známá jako „Banzai“ má za cíl posunout se na žebříčku 135 liber.|mt
